step,evaluation_loss
1250,0.35262882709503174
2500,0.3528062701225281
3750,0.3539888858795166
5000,0.35358354449272156
6250,0.35386502742767334
7500,0.35423293709754944
8750,0.35475707054138184
10000,0.3550023138523102
11250,0.35526561737060547
12500,0.3561341464519501
13750,0.3557412028312683
15000,0.35599425435066223
16250,0.3561156094074249
17500,0.3562103807926178
18750,0.35640740394592285
20000,0.35652944445610046
21250,0.35662776231765747
22500,0.3566443622112274
23750,0.3566969633102417
25000,0.3567005693912506
